N1	N2	O1	O2	P1	P2	Q1	Q2	R1	R2	S1	S2	T1	T2	U1	U2	W1	W2	W3	W4	gene.names
2485	1731	3060	1990	3822	2829	1863	1483	2147	807	1022	1362	1677	1310	2901	1480	710	874	382	330	CAGL0L00671g
461	390	477	357	497	471	342	238	422	203	141	347	173	190	268	229	228	246	157	172	CAGL0L00693g
1899	1636	2184	1325	1930	1622	2045	1070	1798	653	633	1303	645	916	878	522	630	681	920	788	CAGL0L00715g
2894	2153	2241	1428	2096	1874	1504	1019	1179	415	668	1288	492	943	880	678	752	810	1916	1915	CAGL0L00737g
3249	3580	2537	1541	2064	2319	2719	1599	1909	1089	1213	983	1005	1638	960	688	1253	1408	4432	3994	CAGL0L00759g
850	652	953	715	881	854	871	591	623	382	297	470	399	476	547	508	382	409	631	610	CAGL0L00781g
420	386	319	276	328	413	422	330	251	159	132	172	136	215	171	231	151	167	2204	2109	CAGL0L00803g
1309	1051	1474	1278	1334	1487	1504	1067	1244	1081	587	796	754	815	839	889	942	1056	658	728	CAGL0L00825g
2466	2300	2843	1833	2598	2313	2812	1414	2394	1092	1488	1680	1545	2014	1690	1023	1371	1360	1287	1159	CAGL0L00847g
392	349	326	242	299	288	376	220	253	117	152	204	179	228	214	115	106	130	223	195	CAGL0L00869g
4656	4462	5620	4538	4523	5078	5460	3547	4632	2658	2653	3543	2494	3492	2511	2192	2832	3025	4052	3796	CAGL0L00891g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L00913r
222	160	264	170	244	161	207	112	219	87	131	118	127	168	153	74	108	105	112	113	CAGL0L00935g
691	727	380	239	424	514	606	305	226	104	198	205	114	285	195	157	160	154	3319	3216	CAGL0L00957g
1932	1975	2272	1418	2012	1665	2494	1160	1962	828	826	1406	691	1107	781	582	794	835	1156	1098	CAGL0L00979g
4037	3290	5317	3752	4668	4440	4403	2895	4732	2426	1743	3504	1823	2108	2175	2058	2037	2121	1081	986	CAGL0L01001g
3	1	0	0	5	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	CAGL0L01023g
5	0	1	0	7	15	1	0	0	0	1	0	0	1	0	0	0	0	1	2	CAGL0L01045g
1099	828	925	800	644	771	973	723	784	411	437	689	329	470	472	503	570	590	1084	1074	CAGL0L01067g
4019	4205	5970	3050	7970	6084	4815	2000	6170	1683	3287	4037	3033	4556	3220	1736	1925	1949	5014	5079	CAGL0L01089g
3227	3267	3507	2114	3649	3508	3288	2480	3425	1582	1332	2011	1297	2057	2465	1632	1971	2108	2713	2775	CAGL0L01111g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L01133r
203	157	220	130	175	169	195	124	172	114	33	153	26	37	72	89	82	84	139	152	CAGL0L01155g
1286	1302	1287	890	1589	1494	1420	718	884	479	775	1043	396	1295	661	593	584	652	2179	1874	CAGL0L01177g
549	448	551	502	573	667	516	411	405	459	314	509	277	391	351	471	384	423	405	439	CAGL0L01199g
1417	1209	1749	1281	1500	1502	1442	1037	1433	830	493	986	570	608	752	881	646	695	488	457	CAGL0L01221g
4374	3830	5643	4087	4502	4359	4709	2417	4690	1825	2629	4057	2248	3522	3118	1718	2279	2542	710	678	CAGL0L01243g
569	807	590	355	325	376	675	264	326	180	447	623	46	582	50	56	395	357	704	657	CAGL0L01265g
2406	2101	2304	1713	2526	2419	2212	1356	1784	889	911	1389	844	1282	1025	788	946	968	3986	3956	CAGL0L01287g
2831	2698	3832	2882	2944	3212	3590	3025	3447	2446	1149	1709	1248	1669	1347	1384	1643	2045	1755	1579	CAGL0L01309g
2607	2166	3091	2520	2666	2807	2406	1671	2615	1514	920	1144	1456	1201	1598	1244	1124	1362	527	525	CAGL0L01331g
1295	766	1792	1667	1407	1669	1251	955	1593	933	1131	1235	1482	1306	1390	837	883	890	397	368	CAGL0L01353g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L01375r
2003	1553	1929	1340	1987	1743	1671	999	1839	819	872	1171	1013	1096	1518	1084	729	831	803	685	CAGL0L01397g
5167	4396	6437	3602	5635	4362	5407	3182	5110	1643	1526	3004	1680	2128	2325	1415	2055	2080	915	837	CAGL0L01419g
661	415	775	583	698	661	553	452	571	403	201	520	255	258	325	342	297	403	337	313	CAGL0L01441g
14	12	34	25	11	16	19	17	30	20	7	39	3	7	6	9	15	15	16	7	CAGL0L01463g
2943	2503	3466	2384	3474	3463	3290	2854	2554	1307	1248	1682	1205	1821	1596	1067	1265	1420	1716	1638	CAGL0L01485g
1212	1094	1401	944	1313	1139	1374	919	1314	436	448	808	506	566	669	443	450	462	381	349	CAGL0L01507g
334	254	237	187	295	323	246	241	185	145	96	202	68	109	110	139	176	198	430	404	CAGL0L01529g
4702	3330	5037	4060	4194	4441	3781	3138	2946	1389	1561	1827	1658	1792	2251	1844	1854	2016	2025	1905	CAGL0L01551g
553	396	571	458	815	834	452	350	429	379	285	429	388	378	901	1118	341	408	441	396	CAGL0L01573g
1	0	4	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	CAGL0L01595r
1459	1142	1510	916	1404	1166	1265	695	1326	551	383	998	506	564	607	587	593	639	559	451	CAGL0L01639g
0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	CAGL0L01661r
173	168	203	154	205	214	179	115	118	67	65	170	48	94	89	79	119	120	234	211	CAGL0L01683g
658	807	709	433	711	638	747	393	523	382	301	499	191	473	337	354	334	357	813	789	CAGL0L01705g
3200	2655	2865	2579	2812	3253	2775	1909	2325	1306	1090	1168	1517	1724	1739	1411	1404	1716	3700	3226	CAGL0L01727g
1343	1249	1257	1095	1367	1359	1399	885	1252	831	538	810	686	775	747	717	656	657	663	539	CAGL0L01749g
536	675	294	329	1097	1301	585	468	721	737	146	287	296	412	847	1688	135	133	710	802	CAGL0L01771g
698	690	733	671	733	811	820	566	732	722	317	677	330	374	373	542	476	556	470	387	CAGL0L01793g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L01815r
3	0	8	0	1	0	1	0	0	0	3	1	1	1	1	0	0	0	0	0	CAGL0L01831g
785	853	638	538	654	724	875	492	603	323	325	581	324	554	400	304	409	477	941	932	CAGL0L01837g
1075	972	1170	842	1243	1145	1151	754	912	587	531	791	461	736	500	556	725	776	777	664	CAGL0L01859g
3128	3239	3802	2247	3222	2820	3433	1671	3068	1379	1239	2124	970	1715	1340	1067	1315	1355	1819	1857	CAGL0L01881g
0	2	6	2	1	1	4	1	12	10	0	2	0	1	1	2	0	4	2	6	CAGL0L01892r
1727	1313	1951	1325	1615	1619	1725	1199	1547	636	542	1173	720	793	742	635	676	726	912	899	CAGL0L01903g
2669	3433	2003	1273	2893	2863	3311	1325	2290	713	1124	1098	683	1543	1241	559	604	694	10064	10146	CAGL0L01925g
875	924	758	491	787	767	918	517	606	251	267	426	165	395	283	197	296	258	1110	1067	CAGL0L01947g
1092	879	1169	794	1052	962	1066	702	1021	654	509	838	567	658	646	528	671	694	652	666	CAGL0L01969g
962	880	1084	740	917	802	1160	563	915	422	294	649	269	393	359	355	334	324	518	470	CAGL0L01991g
9022	6183	8587	7078	7858	9182	7255	5432	6586	4418	2925	4309	4125	3980	4537	4577	3216	3590	3228	2917	CAGL0L02013g
4354	3327	5067	3707	5261	4923	3876	2882	4271	1864	2043	2813	3189	2649	4924	3615	1882	2007	2290	2140	CAGL0L02035g
1684	1397	2153	1619	1794	1862	1846	1331	1757	1349	864	1402	1055	1135	1231	1474	1069	1183	983	883	CAGL0L02057g
285	219	452	316	722	778	391	184	216	107	194	307	298	552	787	433	179	172	384	319	CAGL0L02079g
729	641	777	605	768	762	813	598	491	450	243	398	274	378	428	466	349	357	899	834	CAGL0L02101g
1778	1624	1960	1686	1723	1788	1947	1457	1775	1167	813	1170	801	1013	967	1072	867	960	797	639	CAGL0L02123g
928	865	995	677	982	923	1013	649	823	499	449	579	422	658	429	421	511	519	925	809	CAGL0L02145g
264	233	143	119	155	154	163	155	100	48	76	77	39	139	75	49	74	69	861	994	CAGL0L02167g
1390	1100	1479	1038	1317	1217	1646	941	1426	728	386	1085	437	559	520	592	614	587	689	604	CAGL0L02189g
320	316	310	252	270	306	324	250	251	151	127	179	132	148	145	114	112	138	226	257	CAGL0L02211g
1143	892	1579	1033	1441	1263	1278	867	1012	618	750	908	616	845	466	393	685	717	736	755	CAGL0L02233g
811	642	900	631	837	819	773	487	694	421	229	579	223	312	318	457	463	444	578	586	CAGL0L02255g
1670	1444	1907	1306	1752	1515	1722	981	1724	850	786	1262	889	1081	1087	784	844	908	776	716	CAGL0L02277g
3690	4308	4048	2838	3164	3436	3855	2268	3036	1803	1799	1779	952	2413	1020	965	1749	2056	3060	3202	CAGL0L02299g
496	392	184	144	251	421	318	205	132	104	88	87	70	137	257	238	139	149	399	304	CAGL0L02321g
2048	2109	2522	1958	2111	2414	2211	1368	1652	1408	1608	1434	1055	2013	959	1189	1516	1668	4141	3705	CAGL0L02343g
2643	2763	3286	2210	2602	2380	3049	1831	2624	1258	1477	1723	1091	1704	1180	797	1009	1234	1262	1330	CAGL0L02365g
850	561	1024	822	844	923	825	569	853	552	409	933	489	534	624	618	568	646	274	252	CAGL0L02387g
373	271	386	350	371	417	343	222	350	305	117	290	127	169	236	353	270	309	314	290	CAGL0L02409g
917	820	993	715	786	771	1000	540	686	344	332	636	176	621	180	212	387	421	1401	1241	CAGL0L02431g
1907	1160	1849	1454	2838	3053	2057	2068	1732	1259	1082	1914	1682	1627	1996	2473	1013	1137	1202	1027	CAGL0L02453g
16820	13144	22718	16803	17669	20481	12181	9028	20526	11739	10797	13393	15653	13990	16151	13069	12245	12737	10649	9068	CAGL0L02475g
89585	67398	96460	77219	100640	111230	83515	71152	92197	37744	42599	42911	69957	64410	65274	35027	32687	40375	69983	62706	CAGL0L02497g
244	311	221	160	139	108	287	119	132	57	106	132	53	88	66	45	63	102	466	481	CAGL0L02519g
437	322	591	519	423	500	497	439	501	400	314	480	254	395	251	292	349	408	106	136	CAGL0L02541g
2171	1522	3528	2886	2748	3105	2120	1589	2370	2102	1189	2086	1234	1493	1525	2490	2185	2395	610	645	CAGL0L02563g
1169	764	1501	1097	1257	1187	1017	781	1118	599	463	853	720	564	795	721	594	568	287	216	CAGL0L02585g
204	181	291	231	189	205	225	137	179	105	143	167	91	196	71	63	83	98	508	374	CAGL0L02607g
1117	979	1163	840	1161	1056	1212	654	909	593	436	662	532	524	774	814	485	569	1143	1014	CAGL0L02629g
944	848	1007	634	866	791	1034	576	775	331	382	540	271	433	427	352	348	366	555	528	CAGL0L02651g
1582	1346	1890	1385	1717	1627	1852	1155	1640	823	839	1235	931	1102	1055	919	801	898	775	665	CAGL0L02673g
2011	1496	2396	1794	2240	1966	2252	1482	2002	1295	955	1773	1096	1253	1313	1221	1086	1228	646	596	CAGL0L02695g
870	670	493	297	706	627	631	327	272	106	262	416	90	308	255	162	213	240	1988	2035	CAGL0L02717g
175	134	191	165	176	150	180	120	151	110	59	148	60	71	98	111	82	92	94	85	CAGL0L02739g
1	2	2	1	4	0	2	1	0	0	1	3	2	5	1	3	4	3	102	117	CAGL0L02761g
1704	1319	1941	1366	1862	1791	1758	1165	1433	789	649	1166	555	839	773	671	647	739	1689	1519	CAGL0L02783g
1474	887	2003	1597	1643	1568	1365	1222	1536	1003	663	1402	1321	903	1487	1138	894	1125	208	176	CAGL0L02799g
2738	2024	3090	2297	3772	3545	2715	1970	2596	1417	1262	2053	2088	1913	3456	2580	1467	1693	1659	1634	CAGL0L02805g
557	625	258	244	614	592	620	337	259	146	101	188	65	152	278	268	127	125	1793	1664	CAGL0L02827g
2859	1747	3970	2280	3012	2198	2672	1624	3043	885	1055	2023	1826	1389	2108	927	939	994	143	149	CAGL0L02849g
5434	2748	8839	6666	6453	6044	4909	4531	6085	4279	2179	5688	4366	2609	5028	5206	3429	3829	144	136	CAGL0L02871g
1161	709	1747	1109	1608	1392	1179	811	1154	615	372	1021	526	486	600	541	630	704	129	94	CAGL0L02893g
6374	3824	7924	6051	6398	7015	4004	3928	6076	3200	2473	3782	4146	3518	4765	3789	2594	2939	356	298	CAGL0L02915g
576	586	551	490	563	749	566	453	409	261	248	237	212	303	299	277	0	0	0	0	CAGL0L02937g
943	768	900	611	732	682	734	530	467	196	338	516	227	407	290	181	330	338	745	574	CAGL0L02959g
393	270	492	355	439	385	337	292	425	244	122	268	147	157	237	295	200	251	128	119	CAGL0L02981g
1268	969	1935	1411	1636	1469	1542	1164	1626	1088	680	1169	1122	1079	1196	1010	935	1033	239	225	CAGL0L03003g
1288	781	1891	1612	1524	1611	1188	1170	1430	983	650	1467	1178	859	1344	1153	1008	1153	124	96	CAGL0L03025g
1563	782	2509	1670	1875	1502	1137	1006	1435	721	663	1474	1395	862	1535	979	841	983	112	86	CAGL0L03047g
720	587	764	560	745	731	809	531	696	453	305	620	272	378	355	353	344	384	474	413	CAGL0L03069g
2363	2068	2796	2124	2270	2194	2593	1643	2605	1541	1089	1729	1191	1321	1199	1314	1151	1249	2092	1840	CAGL0L03091g
871	669	948	845	858	965	939	655	701	684	349	531	319	456	454	629	478	546	474	527	CAGL0L03113g
852	847	482	347	824	739	813	413	478	168	227	334	159	320	528	362	222	215	2056	1867	CAGL0L03135g
151	114	120	104	176	243	194	141	132	101	57	84	28	82	102	115	94	127	230	237	CAGL0L03157g
1141	880	998	793	1144	1141	1074	777	762	509	522	611	384	792	642	583	519	601	1739	1762	CAGL0L03179g
573	536	684	516	744	665	673	336	579	263	296	451	230	374	515	416	254	256	522	487	CAGL0L03201g
392	331	383	303	433	324	461	265	345	192	139	278	153	221	243	214	175	194	329	298	CAGL0L03223g
983	892	1168	921	1129	1162	1018	742	1059	801	479	587	633	679	692	702	707	781	126	91	CAGL0L03245g
448	295	749	485	750	447	634	513	361	107	63	53	49	68	325	138	86	101	240	227	CAGL0L03267g
8960	5350	11827	8760	6554	6803	5973	6871	7434	3900	3993	3704	5865	4927	4554	3537	4542	5182	1602	1476	CAGL0L03289g
3027	2449	3528	3071	3309	3692	3031	2492	2992	2103	1677	1874	2416	2401	2439	2051	1676	1915	1821	1625	CAGL0L03311g
452	384	422	354	515	489	468	296	385	349	170	241	195	246	229	245	229	280	273	221	CAGL0L03333g
329	369	303	194	284	243	398	189	210	87	142	188	76	163	149	124	123	125	656	667	CAGL0L03355g
258	284	180	123	119	128	215	124	135	71	66	104	38	82	51	44	89	110	517	473	CAGL0L03377g
0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	CAGL0L03388g
724	570	710	584	708	663	680	415	696	271	312	481	320	381	415	330	290	300	360	300	CAGL0L03410g
919	894	935	646	897	857	1004	631	813	583	217	616	238	373	293	454	472	505	669	626	CAGL0L03432g
623	485	715	436	607	588	657	379	446	225	184	377	257	280	357	323	241	259	380	346	CAGL0L03454g
855	699	1020	733	878	877	946	547	783	411	371	569	435	442	516	389	379	406	469	400	CAGL0L03476g
917	771	964	741	934	943	971	589	695	286	203	526	153	320	330	325	280	340	838	826	CAGL0L03498g
1316	1323	1450	950	1453	1307	1475	857	1278	727	513	990	448	669	554	669	652	660	956	861	CAGL0L03520g
975	749	1357	909	1153	1297	1099	769	902	692	600	837	529	716	431	430	681	754	806	712	CAGL0L03542g
1224	1078	1385	882	1107	982	1339	770	1063	457	569	882	472	759	637	354	572	586	788	800	CAGL0L03564g
3782	2713	4983	3317	4325	3788	3508	2263	4369	1772	1388	2703	1834	1860	2214	1799	1438	1499	534	431	CAGL0L03586g
694	565	729	550	656	676	548	388	612	291	262	329	284	299	344	313	305	331	452	382	CAGL0L03608g
5797	4968	4932	3709	7030	7704	5035	3877	3567	2398	2095	2427	1677	2784	5337	5515	2503	2844	10444	8982	CAGL0L03630g
553	536	643	392	687	567	581	376	477	215	272	323	204	284	171	117	217	195	255	273	CAGL0L03652g
648	594	606	435	572	609	623	445	509	314	175	377	188	268	279	322	277	308	1501	1371	CAGL0L03674g
9	2	14	5	9	12	9	7	884	52	5	8	6	9	11	113	35	36	32	193	CAGL0L03685r
73	57	79	63	89	99	41	21	20	11	36	52	17	40	31	27	38	52	153	150	CAGL0L03696g
1045	861	1202	742	1024	874	1097	670	1047	326	309	716	274	444	423	323	400	388	543	461	CAGL0L03718g
1371	854	2065	1506	1593	1510	1329	960	1648	747	949	1494	1055	1186	963	666	638	766	693	773	CAGL0L03740g
288	296	346	248	266	333	321	249	260	202	146	236	138	209	170	164	187	217	394	364	CAGL0L03762g
1890	1531	2369	2016	1922	2221	2055	1619	2092	1355	792	1245	894	897	1005	1162	949	1113	662	662	CAGL0L03784g
2823	1559	4090	3202	3063	2803	2290	2051	3128	3251	1517	2828	3297	2049	3096	4042	2284	2781	169	140	CAGL0L03806g
2001	1277	3316	2356	3232	2916	1693	1220	1944	1287	1239	2303	1937	1799	2966	2945	1414	1901	330	299	CAGL0L03828g
6662	2382	10755	7505	7569	5861	3383	2987	4675	1860	2653	5666	8273	4422	10590	5155	3373	4209	76	65	CAGL0L03846g
1807	1000	2798	2102	2030	2014	1697	1540	2079	1127	933	1730	1921	1130	1890	1227	1157	1361	104	111	CAGL0L03872g
5	1	3	4	8	2	8	3	6	5	2	3	1	4	0	1	3	2	5	4	CAGL0L03894g
1177	1199	796	556	1159	1093	1154	477	1243	740	274	412	332	440	1162	1255	373	402	1020	1146	CAGL0L03916g
387	569	300	218	381	392	566	218	264	126	122	189	77	211	246	234	128	106	2466	2216	CAGL0L03938g
1681	1391	1571	1117	1577	1380	1827	974	1440	725	632	926	558	845	902	823	561	688	1355	1177	CAGL0L03960g
701	751	294	169	320	387	567	235	243	68	175	167	88	171	150	69	79	87	1394	1258	CAGL0L03982g
3727	3184	4253	3367	3777	4110	3691	2503	3463	2694	1388	2428	1566	1683	1982	2701	2039	2127	3213	3045	CAGL0L04004g
1376	774	1880	1406	1470	1378	1238	997	1365	844	494	1160	763	596	956	1053	811	852	80	89	CAGL0L04026g
2409	2158	3067	1707	2737	2474	2572	1481	1878	893	1134	1671	784	1403	702	568	1279	1210	1343	1204	CAGL0L04048g
444	323	614	407	573	658	541	389	397	329	221	353	161	275	146	154	391	404	516	570	CAGL0L04070g
1853	1210	2984	2011	2309	1894	1849	1432	2222	1105	808	1754	1373	1075	1554	1374	1049	1160	348	348	CAGL0L04092g
913	601	1349	1086	1091	1137	859	795	987	898	414	813	674	500	824	1147	699	788	195	179	CAGL0L04114g
882	663	812	545	772	611	845	468	745	301	165	527	183	238	246	251	297	296	292	279	CAGL0L04136g
716	797	726	533	720	703	903	433	648	354	303	568	198	436	285	296	305	336	850	820	CAGL0L04158g
440	415	442	256	443	364	390	234	384	259	174	299	152	206	274	219	201	223	309	296	CAGL0L04180g
169	152	161	96	160	112	150	84	139	77	62	109	52	87	68	69	55	57	111	92	CAGL0L04202g
1005	799	1316	841	1250	1257	1177	747	893	395	632	764	491	704	410	246	543	573	825	846	CAGL0L04224g
4512	3573	5879	3811	4774	4353	4980	3239	5117	1944	1783	2954	2453	2472	2701	1865	1679	1727	1322	1152	CAGL0L04246g
745	1015	497	293	555	556	973	441	317	176	322	258	96	462	183	125	212	234	2955	2899	CAGL0L04268g
775	619	827	629	777	786	758	528	719	403	348	513	372	409	472	467	418	441	331	309	CAGL0L04290g
1898	1852	2103	1340	1970	1813	2609	1827	1771	1250	893	904	863	1487	1070	853	970	1217	2420	2396	CAGL0L04312g
1493	1188	2183	1699	1762	2318	1797	1589	1323	1116	954	1219	825	1140	720	634	1201	1245	1450	1381	CAGL0L04334g
460	349	542	502	496	579	493	372	449	442	238	340	361	374	429	517	374	447	253	280	CAGL0L04350g
2433	2009	3388	2391	2747	2470	2688	1689	3113	1208	829	1946	1124	1179	1392	995	1024	1137	453	401	CAGL0L04356g
1352	1746	230	110	3149	2426	932	225	353	143	159	167	70	302	4049	2183	77	84	4172	4427	CAGL0L04378g
723	855	907	714	827	846	1062	524	940	342	450	709	197	558	286	283	346	375	889	949	CAGL0L04400g
733	698	792	596	604	705	736	400	567	374	520	587	305	644	312	289	550	598	1103	1152	CAGL0L04422g
1452	1350	1732	1336	1522	1579	1709	1164	1544	1036	644	1118	644	901	702	809	954	1069	649	632	CAGL0L04444g
2127	2050	2324	1419	2112	1843	2340	1261	1876	814	733	1291	592	985	803	655	771	777	1775	1623	CAGL0L04466g
663	572	760	605	708	752	620	435	692	352	320	504	281	394	366	351	409	480	301	237	CAGL0L04488g
5688	4042	7483	4877	5849	5849	5218	3446	7614	3076	3484	4914	5799	4405	5488	2385	3450	4066	493	513	CAGL0L04510g
6707	4762	9210	6159	7244	6850	6172	4537	7917	3569	3377	5323	4892	4128	4751	3314	3402	3835	520	471	CAGL0L04532g
1119	1153	1037	720	980	963	1150	740	740	324	410	584	309	594	348	245	333	413	1161	1058	CAGL0L04554g
1497	1308	1626	1028	1514	1330	1638	1048	1223	620	608	648	605	882	701	521	555	595	639	689	CAGL0L04576g
1157	1559	433	381	1402	1508	856	465	373	260	248	226	145	365	626	540	227	255	10022	11017	CAGL0L04598g
608	574	708	547	582	595	692	456	530	426	368	439	310	501	337	360	379	416	535	456	CAGL0L04620g
1854	1827	2277	1595	2092	1933	2352	1269	1787	929	1010	1409	707	1288	813	715	1020	1164	1492	1359	CAGL0L04642g
1884	2269	883	610	1816	1297	1455	625	1163	739	418	503	462	544	956	830	403	470	2526	3048	CAGL0L04664g
173	133	86	46	77	83	139	87	59	43	26	43	25	50	34	36	43	36	311	277	CAGL0L04686g
1158	1386	1833	1202	1611	1615	1430	554	1702	768	1322	1617	405	1962	455	373	935	1081	724	932	CAGL0L04708g
1128	994	1095	812	1159	1251	1194	1006	739	534	514	640	357	554	359	439	528	560	2275	2206	CAGL0L04730g
523	430	555	469	446	548	519	386	483	387	238	381	303	352	305	376	304	365	359	340	CAGL0L04752g
4149	3344	5334	3489	4348	3813	4427	2720	4681	1706	1820	3233	2221	2355	2481	1593	1758	1940	1141	1100	CAGL0L04774g
2158	1728	2716	2013	2260	2272	2198	1517	2270	1017	1088	1540	1112	1373	1258	898	1042	1209	965	872	CAGL0L04796g
399	496	490	339	349	335	410	247	408	244	248	379	127	388	78	102	219	261	904	882	CAGL0L04818g
4	0	1	2	2	1	1	1	2	0	0	2	1	2	3	4	2	1	3	0	CAGL0L04832g
1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	2	0	1	1	0	CAGL0L04836g
33502	24476	44099	30864	35488	33190	32186	19976	41805	15070	21123	28292	32630	28485	33817	14429	19365	21830	628	699	CAGL0L04840g
2512	1953	3160	2550	2569	2690	2527	1918	2588	1824	1212	1734	1458	1544	1647	1688	1439	1573	1337	1151	CAGL0L04862g
621	574	799	666	661	704	773	487	616	394	362	513	330	493	386	362	375	433	435	387	CAGL0L04884g
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	CAGL0L04906r
3329	2650	5452	4021	3891	4124	3120	2327	4179	2528	1622	3000	1777	2026	1701	1907	2463	2589	479	407	CAGL0L04928g
5061	2825	7694	5263	5941	4963	4195	3595	5369	2769	2266	4261	3890	2696	4199	3203	2714	2829	73	52	CAGL0L04950g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L04972r
427	395	416	331	378	365	448	261	398	216	179	323	172	258	199	237	215	221	310	304	CAGL0L04994g
850	767	555	354	572	448	729	417	384	201	179	323	179	263	254	237	230	234	612	443	CAGL0L05016g
782	566	684	538	658	762	690	527	487	488	226	360	270	311	316	535	376	404	573	545	CAGL0L05038g
727	575	857	691	749	713	763	461	733	464	265	684	338	389	442	409	411	440	296	236	CAGL0L05060g
3613	2841	4235	2938	3525	3300	3391	2404	3207	1889	1513	2322	2256	2182	2143	1862	1694	1812	1880	1668	CAGL0L05082g
1058	1008	1086	775	1044	968	1202	703	963	579	424	654	418	668	564	557	511	582	1394	1303	CAGL0L05104g
2356	2465	2407	1668	2172	2123	2757	1561	2027	1027	1204	1469	1020	1709	1090	851	1053	1116	2406	2332	CAGL0L05126g
16144	12280	22404	16725	17738	17575	14668	9913	18709	7862	9465	10556	10276	12379	11478	7159	6073	7088	3987	3849	CAGL0L05148g
2501	1403	3824	3317	2815	3288	2050	2345	2553	2297	1360	2683	2444	1594	2459	2909	2207	2464	139	117	CAGL0L05170g
3	3	7	1	1	0	3	1	3	1	0	1	4	1	5	2	1	0	1	0	CAGL0L05192g
3427	3655	3094	1959	2242	2436	2855	1946	1820	827	1248	1025	796	1520	569	388	1086	1253	4645	4230	CAGL0L05236g
78	55	54	53	61	96	27	11	21	11	24	38	15	74	65	51	23	43	965	851	CAGL0L05258g
827	714	1009	822	912	1195	980	628	621	538	471	491	317	589	278	369	671	702	1880	1807	CAGL0L05280g
839	698	938	582	901	801	944	545	854	474	393	626	465	569	517	410	451	501	504	486	CAGL0L05302g
4	6	8	13	7	8	21	12	8	8	7	1	11	4	13	9	5	5	4	3	CAGL0L05324g
164	120	178	126	199	160	119	86	115	57	53	87	85	68	93	73	84	88	192	216	CAGL0L05346g
711	555	841	661	724	729	766	512	717	314	262	568	294	340	375	350	344	383	359	332	CAGL0L05368g
1682	1809	1605	1076	1522	1557	2159	1193	1350	857	818	950	572	1142	557	553	871	971	3098	3167	CAGL0L05390g
641	725	640	634	695	900	805	562	662	465	293	397	375	378	435	490	390	413	323	344	CAGL0L05412g
4437	2162	1010	912	3407	3316	1379	839	278	213	161	153	272	346	5833	4928	551	673	3264	2982	CAGL0L05434g
10953	9612	2079	1701	3459	3503	7716	5002	1895	1003	1096	1286	1010	1395	2228	1523	1024	1264	5359	4839	CAGL0L05456g
2319	2073	2324	1888	1941	2254	2084	1487	1684	1034	1320	1282	1041	1925	995	874	1162	1321	2497	2089	CAGL0L05478g
1691	726	2708	2301	1849	2078	1399	1596	1828	1098	845	1280	2086	1131	2008	1383	1054	1388	106	95	CAGL0L05500g
2505	2505	2884	2196	2644	2911	2990	1858	2383	1811	1289	1707	1136	1735	1194	1506	1594	1728	4828	4586	CAGL0L05522g
1357	1101	1708	1331	1432	1400	1422	1004	1343	885	818	1068	1026	1100	1073	821	848	1028	585	646	CAGL0L05544g
1857	1119	2769	1993	2128	1922	1669	1385	1965	1335	925	1784	1605	1202	1796	1518	1252	1439	106	117	CAGL0L05566g
342	285	319	247	329	322	342	242	194	166	134	177	153	200	180	177	166	199	232	232	CAGL0L05588g
533	394	535	392	474	490	500	350	465	348	182	310	233	306	289	339	311	317	235	210	CAGL0L05610g
205	177	222	226	213	305	176	189	137	196	94	156	135	168	188	279	179	200	287	309	CAGL0L05626g
2096	1714	2103	1477	2016	1926	2143	1297	1738	872	698	1077	807	926	1050	878	736	844	1366	1127	CAGL0L05632g
1497	1217	1378	944	1622	1285	1459	789	1225	498	477	857	532	648	1027	868	553	552	534	482	CAGL0L05654g
4050	2909	4389	2542	3294	2413	3562	1425	4474	1251	1202	1911	1920	1161	4051	2373	621	694	631	605	CAGL0L05676g
770	569	1130	718	1043	1004	905	562	612	298	303	670	239	350	264	277	556	543	666	615	CAGL0L05698g
244	337	117	83	763	665	151	33	31	12	35	51	15	105	629	595	76	89	1301	1489	CAGL0L05720g
438	606	387	270	419	389	434	211	379	153	163	148	99	239	217	105	161	178	956	1087	CAGL0L05742g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L05764r
195	497	144	140	613	698	438	129	438	448	13	46	227	175	335	463	48	84	331	446	CAGL0L05786g
0	0	1	1	2	0	1	0	1	0	0	0	0	0	3	5	0	0	0	0	CAGL0L05830g
1705	1463	2233	1593	1921	1815	1795	1151	1780	1128	777	1147	921	1069	1128	1043	1007	1060	927	924	CAGL0L05852g
